Project Name,Project ID,Created Date,Last Modified Date , Status ,# of Files in Deposit ,Total File Size ,,,,,,
  Replication Code for Peer Effects in Residential Water Conservation: Evidence from Migration  ,115581,  2019-11-16T11:17:54  ,  2019-11-16T16:17:53.913Z  ,  PUBLISHED  ,48,1186071692,,,,,,
  Replication data for: Evaluating US Fuel Economy Standards in a Model with Producer and Household Heterogeneity  ,114817,  2013-05-01T00:00:00  ,  2019-10-13T11:26:11.427Z  ,  PUBLISHED  ,182,1012509195,,,,,,
  Data and Code for: Consumption Insurance Against Wage Risk: Family Labor Supply and Optimal Progressive Income Taxation  ,115388,  2019-11-07T19:05:03  ,  2019-11-08T00:05:03.837Z  ,  PUBLISHED  ,40,631842,,,,,,
  Replication data for: Happiness on Tap: Piped Water Adoption in Urban Morocco  ,114805,  2012-05-01T00:00:00  ,  2019-10-13T11:21:57.476Z  ,  PUBLISHED  ,30,16044154,,,,,,
  Replication data for: What Does Health Reform Mean for the Health Care Industry? Evidence from the Massachusetts Special Senate Election  ,114829,  2013-08-01T00:00:00  ,  2019-10-13T11:39:25.871Z  ,  PUBLISHED  ,5,143638,,,,,,
  Replication data for: Does Regulatory Jurisdiction Affect the Quality of Investment-Adviser Regulation?  ,116210,  2019-10-01T00:00:00  ,  2019-12-07T13:26:56.585Z  ,  PUBLISHED  ,24,34785379,,,,,,
  Replication data for: There Is No Free House: Ethnic Patronage in a Kenyan Slum  ,116343,  2019-10-01T00:00:00  ,  2019-12-07T18:09:41.92Z  ,  PUBLISHED  ,4,141903518,,,,,,
  Replication data for: Dynamic Inefficiencies in an Employment-Based Health Insurance System: Theory and Evidence  ,116101,  2011-12-01T00:00:00  ,  2019-12-06T20:57:06.89Z  ,  PUBLISHED  ,59,1263471566,,,,,,
  Replication data for: Pareto-Improving Social Security Reform when Financial Markets are Incomplete!?  ,116222,  2006-06-01T00:00:00  ,  2019-12-07T13:48:57.488Z  ,  PUBLISHED  ,4,496340,,,,,,
  Replication data for: Kwacha Gonna Do? Experimental Evidence about Labor Supply in Rural Malawi  ,116331,  2016-12-01T00:00:00  ,  2019-12-07T18:03:06.805Z  ,  PUBLISHED  ,152,262242383,,,,,,
  Data and Code for: A Dose of Managed Care?  ,115927,  2019-12-03T17:23:09  ,  2019-12-03T22:23:09.335Z  ,  PUBLISHED  ,41649,24112881777,,,,,,
  Replication data for: Extracting Inflation from Stock Returns to Test Purchasing Power Parity  ,116038,  2005-03-01T00:00:00  ,  2019-12-06T20:27:20.111Z  ,  PUBLISHED  ,43,1018203,,,,,,
  Replication data for: Tax Policy and Heterogeneous Investment Behavior  ,116159,  2017-01-01T00:00:00  ,  2019-12-06T22:14:56.365Z  ,  PUBLISHED  ,9,1810085,,,,,,
  Replication data for: Financial Intermediation  Investment Dynamics  and Business Cycle Fluctuations  ,116135,  2016-08-01T00:00:00  ,  2019-12-06T21:32:46.698Z  ,  PUBLISHED  ,411,284661449,,,,,,
  Replication data for: Urban Evolutions: The Fast  the Slow  and the Still  ,116256,  2007-03-01T00:00:00  ,  2019-12-07T17:25:46.441Z  ,  PUBLISHED  ,30,1282892,,,,,,
  Replication data for: Constructing Price Indexes across Space and Time: The Case of the European Union  ,116026,  2004-12-01T00:00:00  ,  2019-12-06T20:20:15.629Z  ,  PUBLISHED  ,2,209022,,,,,,
  Replication data for: Overconfidence in Political Behavior  ,116147,  2015-02-01T00:00:00  ,  2019-12-06T21:57:32.775Z  ,  PUBLISHED  ,41,23410317,,,,,,
  Replication data for: Relative Prices and Relative Prosperity  ,116268,  2007-06-01T00:00:00  ,  2019-12-07T17:29:55.607Z  ,  PUBLISHED  ,13,7208741,,,,,,
  Replication data for: The Impact of Credit on Village Economies  ,116377,  2012-04-01T00:00:00  ,  2019-12-07T19:01:42.647Z  ,  PUBLISHED  ,17,9675767,,,,,,
  Replication data for: Death by Market Power: Reform  Competition  and Patient Outcomes in the National Health Service  ,114838,  2013-11-01T00:00:00  ,  2019-10-13T11:43:42.549Z  ,  PUBLISHED  ,17,723126,,,,,,
  Replication data for: The Impact of Year-Round Schooling on Academic Achievement: Evidence from Mandatory School Calendar Conversions  ,114802,  2012-05-01T00:00:00  ,  2019-10-13T11:18:18.837Z  ,  PUBLISHED  ,8,334301,,,,,,
  Replication data for: Local Responses to Federal Grants: Evidence from the Introduction of Title I in the South  ,114826,  2013-08-01T00:00:00  ,  2019-10-13T11:37:02.961Z  ,  PUBLISHED  ,72,5961680,,,,,,
  Replication data for: Effects of Terms of Trade Gains and Tariff Changes on the Measurement of US Productivity Growth  ,114814,  2013-02-01T00:00:00  ,  2019-10-13T11:24:28.355Z  ,  PUBLISHED  ,28,7219948,,,,,,
  Replication data for: Can Intangible Capital Explain Cyclical Movements in the Labor Wedge?  ,116122,  2014-05-01T00:00:00  ,  2019-12-06T21:18:35.282Z  ,  PUBLISHED  ,49,517756,,,,,,
  Replication data for: Accounting for the Growth of MNC-Based Trade Using a Structural Model of U.S. MNCs  ,116243,  2006-12-01T00:00:00  ,  2019-12-07T17:21:29.804Z  ,  PUBLISHED  ,6,273149,,,,,,
  Replication data for: What Linear Estimators Miss: The Effects of Family Income on Child Outcomes  ,116376,  2012-04-01T00:00:00  ,  2019-12-07T19:01:31.992Z  ,  PUBLISHED  ,6,145644,,,,,,
  Code for: Home Values and Firm Behaviour  ,115903,  2019-12-02T11:41:09  ,  2019-12-02T16:41:09.23Z  ,  PUBLISHED  ,297,3182289792,,,,,,
  Replication data for: Human Capital Risk  Contract Enforcement  and the Macroeconomy  ,116134,  2015-11-01T00:00:00  ,  2019-12-06T21:24:57.582Z  ,  PUBLISHED  ,503,159852098,,,,,,
  Replication data for: Empathy or Antipathy? The Impact of Diversity  ,116255,  2006-12-01T00:00:00  ,  2019-12-07T17:25:05.641Z  ,  PUBLISHED  ,37,1695305,,,,,,
  Replication data for: Pass-Through as a Test for Market Power: An Application to Solar Subsidies  ,116364,  2019-10-01T00:00:00  ,  2019-12-07T18:48:54.866Z  ,  PUBLISHED  ,35,151148754,,,,,,
  Replication data for: Long-Run Effects of Temporary Incentives on Medical Care Productivity  ,116352,  2019-07-01T00:00:00  ,  2019-12-07T18:30:59.219Z  ,  PUBLISHED  ,12,390649,,,,,,
  Replication data for: The Spending and Debt Response to Minimum Wage Hikes  ,116110,  2012-12-01T00:00:00  ,  2019-12-06T21:06:26.104Z  ,  PUBLISHED  ,52,633423343,,,,,,
  Replication data for: The Impact of AIDS Treatment on Savings and Human Capital Investment in Malawi  ,116340,  2018-01-01T00:00:00  ,  2019-12-07T18:09:03.722Z  ,  PUBLISHED  ,5,274567,,,,,,
  Data and Code for: How Antitrust Enforcement Can Spur Innovation: Bell Labs and the 1956 Consent Decree  ,115806,  2019-11-28T15:54:33  ,  2019-11-28T20:54:33.664Z  ,  PUBLISHED  ,57,7280130936,,,,,,
  Replication data for: A Group Rule-Utilitarian Approach to Voter Turnout: Theory and Evidence  ,116027,  2004-12-01T00:00:00  ,  2019-12-06T20:20:22.315Z  ,  PUBLISHED  ,7,231255,,,,,,
  Replication data for: Modeling the Revolving Revolution: The Debt Collection Channel  ,116148,  2017-03-01T00:00:00  ,  2019-12-06T21:58:44.808Z  ,  PUBLISHED  ,40,1371145042,,,,,,
  Replication data for: Shocks and Frictions in US Business Cycles: A Bayesian DSGE Approach  ,116269,  2007-06-01T00:00:00  ,  2019-12-07T17:30:10.998Z  ,  PUBLISHED  ,30,581195,,,,,,
  Replication data for:  Cities in Bad Shape: Urban Geometry in India   ,116003,  2019-12-06T12:03:25  ,  2019-12-06T17:03:25.604Z  ,  PUBLISHED  ,2435,7006447472,,,,,,
  Replication data for: The Quantity and Quality of Life and the Evolution of World Inequality  ,116039,  2005-03-01T00:00:00  ,  2019-12-06T20:27:59.368Z  ,  PUBLISHED  ,6,175013,,,,,,
  Replication data for: Disparities in Wealth Accumulation and Loss from the Great Recession and Beyond  ,116124,  2014-05-01T00:00:00  ,  2019-12-06T21:19:28.301Z  ,  PUBLISHED  ,7,8653976,,,,,,
  Replication data for: Household Expenditure and the Income Tax Rebates of 2001  ,116245,  2006-12-01T00:00:00  ,  2019-12-07T17:21:48.699Z  ,  PUBLISHED  ,4,2067517,,,,,,
  Replication data for: Limited Insurance within the Household: Evidence from a Field Experiment in Kenya  ,116378,  2012-07-01T00:00:00  ,  2019-12-07T19:02:02.526Z  ,  PUBLISHED  ,4,368708,,,,,,
  Replication data for: Yours  Mine  and Ours: Do Divorce Laws Affect the Intertemporal Behavior of Married Couples?  ,116136,  2015-08-01T00:00:00  ,  2019-12-06T21:39:46.216Z  ,  PUBLISHED  ,38,98348981,,,,,,
  Replication data for: Market Share Dynamics and the  Persistence of Leadership  Debate  ,116257,  2007-03-01T00:00:00  ,  2019-12-07T17:26:18.148Z  ,  PUBLISHED  ,17,511046,,,,,,
  Replication data for: Children and Gender Inequality: Evidence from Denmark  ,116366,  2019-10-01T00:00:00  ,  2019-12-07T18:50:58.005Z  ,  PUBLISHED  ,36,13532189,,,,,,
  Data and Code for: Cumulative Impacts of Conditional Cash Transfer Programs: Experimental Evidence from Indonesia  ,115010,  2019-10-18T14:35:05  ,  2019-10-18T18:35:04.992Z  ,  PUBLISHED  ,410,3305865388,,,,,,
  Replication data for: Superstar Cities  ,114839,  2013-11-01T00:00:00  ,  2019-10-13T11:44:07.314Z  ,  PUBLISHED  ,77,80485694,,,,,,
  Replication data for: The Effect of a Universal Child Benefit on Conceptions  Abortions  and Early Maternal Labor Supply ,114827,  2013-08-01T00:00:00  ,  2019-10-13T11:38:11.167Z  ,  PUBLISHED  ,9,73255805,,,,,,
  Replication data for: Political Price Cycles in Regulated Industries: Theory and Evidence  ,114815,  2013-02-01T00:00:00  ,  2019-10-13T11:24:56.659Z  ,  PUBLISHED  ,3,786134,,,,,,
  Replication data for: Clunkers or Junkers? Adverse Selection in a Vehicle Retirement Program  ,114803,  2012-05-01T00:00:00  ,  2019-10-13T11:19:03.145Z  ,  PUBLISHED  ,37,1896321662,,,,,,
  Replication data for: Diagnosing Consumer Confusion and Sub-optimal Shopping Effort: Theory and Mortgage-Market Evidence  ,116111,  2012-12-01T00:00:00  ,  2019-12-06T21:07:51.384Z  ,  PUBLISHED  ,7,770748,,,,,,
  Replication data for: $1 000 Cash Back: The Pass-Through of Auto Manufacturer Promotions  ,116232,  2006-09-01T00:00:00  ,  2019-12-07T17:15:41.518Z  ,  PUBLISHED  ,3,118761,,,,,,
  Replication data for: Trade and Income—Exploiting Time Series in Geography  ,116365,  2019-10-01T00:00:00  ,  2019-12-07T18:49:43.321Z  ,  PUBLISHED  ,69,293335250,,,,,,
  Replication data for: Retirement Security in an Aging Population  ,116123,  2014-05-01T00:00:00  ,  2019-12-06T21:19:15.809Z  ,  PUBLISHED  ,10,866208,,,,,,
  Replication data for: Inherited Control and Firm Performance  ,116244,  2006-12-01T00:00:00  ,  2019-12-07T17:21:39.832Z  ,  PUBLISHED  ,6,11183497,,,,,,
  Replication data for: Do Women Give Up Competing More Easily? Evidence from the Lab and the Dutch Math Olympiad  ,116353,  2019-07-01T00:00:00  ,  2019-12-07T18:31:16.713Z  ,  PUBLISHED  ,5,776394,,,,,,
  Replication data for: Borrowing Trouble? Human Capital Investment with Opt-In Costs and Implications for the Effectiveness of Grant Aid  ,116341,  2018-04-01T00:00:00  ,  2019-12-07T18:09:12.857Z  ,  PUBLISHED  ,17,174081,,,,,,
  Replication data for: A Change Would Do You Good .... An Experimental Study on How to Overcome Coordination Failure in Organizations  ,116220,  2006-06-01T00:00:00  ,  2019-12-07T13:48:35.059Z  ,  PUBLISHED  ,7,1320668,,,,,,
  Replication data for: Consumer Spending and the Economic Stimulus Payments of 2008  ,116117,  2013-10-01T00:00:00  ,  2019-12-06T21:14:10.722Z  ,  PUBLISHED  ,8,10713666,,,,,,
  Replication data for: Higher-Education Policies and the College Wage Premium: Cross-State Evidence from the 1990s  ,116238,  2006-09-01T00:00:00  ,  2019-12-07T17:17:42.152Z  ,  PUBLISHED  ,12,186518,,,,,,
  Replication data for: Wall Street and the Housing Bubble  ,116129,  2014-09-01T00:00:00  ,  2019-12-06T21:22:19.797Z  ,  PUBLISHED  ,9,3029654,,,,,,
  Replication data for: High Trade Costs and Their Consequences: An Estimated Dynamic Model of African Agricultural Storage and Trade  ,116359,  2019-10-01T00:00:00  ,  2019-12-07T18:40:44.539Z  ,  PUBLISHED  ,462,160680251,,,,,,
  Replication data for: The Dynamic Effects of Personal and Corporate Income Tax Changes in the United States: Reply  ,116214,  2019-07-01T00:00:00  ,  2019-12-07T13:37:39.884Z  ,  PUBLISHED  ,55,735782,,,,,,
  Replication data for: Socializing at Work: Evidence from a Field Experiment with Manufacturing Workers  ,116347,  2019-07-01T00:00:00  ,  2019-12-07T18:11:46.854Z  ,  PUBLISHED  ,40,940587,,,,,,
  Replication data for: Durable Consumption and Asset Management with Transaction and Observation Costs  ,116105,  2012-05-01T00:00:00  ,  2019-12-06T21:01:33.179Z  ,  PUBLISHED  ,46,5410020,,,,,,
  Replication data for: Preferential Trade Agreements as Stumbling Blocks for Multilateral Trade Liberalization: Evidence for the United States  ,116226,  2006-06-01T00:00:00  ,  2019-12-07T13:49:56.809Z  ,  PUBLISHED  ,15,4962582,,,,,,
  Replication data for: The Effect of Income on Religiousness  ,116335,  2015-07-01T00:00:00  ,  2019-12-07T18:08:05.81Z  ,  PUBLISHED  ,9,878730,,,,,,
  Replication data for: The Dollar  Bank Leverage  and Deviations from Covered Interest Parity  ,116323,  2019-09-01T00:00:00  ,  2019-12-07T17:58:22.073Z  ,  PUBLISHED  ,30,10081456,,,,,,
  Replication data for: The Dynamics of Discrimination: Theory and Evidence  ,116202,  2019-10-01T00:00:00  ,  2019-12-07T13:17:33.106Z  ,  PUBLISHED  ,6,46556,,,,,,
  Replication data for: The Role of Startups in Structural Transformation  ,116311,  2016-05-01T00:00:00  ,  2019-12-07T17:50:44.668Z  ,  PUBLISHED  ,36,3546366,,,,,,
  Code for: Time Discounting and Wealth Inequality  ,115221,  2019-10-30T07:10:11  ,  2019-10-30T11:10:11.869Z  ,  PUBLISHED  ,32,871268,,,,,,
  Data and Code for: Subways and Road Congestion  ,115681,  2019-11-21T20:48:37  ,  2019-11-22T01:48:37.604Z  ,  ,142,3938950150,,,,,,
  Replication data for: The Iceberg Theory of Campaign Contributions: Political Threats and Interest Group Behavior  ,114808,  2013-02-01T00:00:00  ,  2019-10-13T11:22:48.227Z  ,  PUBLISHED  ,8,272522,,,,,,
  Data and Code for: Geographic Dispersion of Economic Shocks: Evidence from the Fracking Revolution: Reply  ,115367,  2019-11-06T17:30:17  ,  2019-11-06T22:30:16.969Z  ,  PUBLISHED  ,6,805670074,,,,,,
  Replication data for: FOMC Forward Guidance and Investor Beliefs  ,116310,  2015-05-01T00:00:00  ,  2019-12-07T17:50:36.346Z  ,  PUBLISHED  ,4,20625,,,,,,
  Replication data for: How General Are Risk Preferences? Choices under Uncertainty in Different Domains  ,116106,  2012-05-01T00:00:00  ,  2019-12-06T21:02:33.642Z  ,  PUBLISHED  ,55,188700,,,,,,
  Replication data for: Taxes  Cigarette Consumption  and Smoking Intensity  ,116227,  2006-09-01T00:00:00  ,  2019-12-07T13:50:11.019Z  ,  PUBLISHED  ,4,61406,,,,,,
  Replication data for: Consumption and Debt Response to Unanticipated Income Shocks: Evidence from a Natural Experiment in Singapore  ,116118,  2014-12-01T00:00:00  ,  2019-12-06T21:14:23.845Z  ,  PUBLISHED  ,6,329662,,,,,,
  Replication data for: What Mean Impacts Miss: Distributional Effects of Welfare Reform Experiments  ,116239,  2006-09-01T00:00:00  ,  2019-12-07T17:17:55.919Z  ,  PUBLISHED  ,40,700161,,,,,,
  Replication data for: Medium- and Long-Term Educational Consequences of Alternative Conditional Cash Transfer Designs: Experimental Evidence from Colombia  ,116348,  2019-07-01T00:00:00  ,  2019-12-07T18:12:21.849Z  ,  PUBLISHED  ,4,4817135,,,,,,
  Replication data for: Equilibrium Effects of Firm Subsidies  ,116203,  2019-10-01T00:00:00  ,  2019-12-07T13:17:50.263Z  ,  PUBLISHED  ,182,20893358,,,,,,
  Replication data for: Six Randomized Evaluations of Microcredit: Introduction and Further Steps  ,116336,  2015-01-01T00:00:00  ,  2019-12-07T18:08:17.852Z  ,  PUBLISHED  ,5,1267269,,,,,,
  Replication data for: The Effects of Rent Control Expansion on Tenants  Landlords  and Inequality: Evidence from San Francisco  ,116215,  2019-09-01T00:00:00  ,  2019-12-07T13:40:44.658Z  ,  PUBLISHED  ,65,5570681018,,,,,,
  Replication data for: Divest  Disregard  or Double Down? Philanthropic Endowment Investments in Objectionable Firms  ,116324,  2019-09-01T00:00:00  ,  2019-12-07T17:59:05.723Z  ,  PUBLISHED  ,6,664174020,,,,,,
  Replication data for: Russia's Billionaires  ,116312,  2016-05-01T00:00:00  ,  2019-12-07T17:51:14.788Z  ,  PUBLISHED  ,6,2708068,,,,,,
  Replication data for: Do Wealth Fluctuations Generate Time-Varying Risk Aversion? Micro-evidence on Individuals  ,116300,  2008-06-01T00:00:00  ,  2019-12-07T17:48:58.069Z  ,  PUBLISHED  ,6,14181080,,,,,,
  Replication data for: Targeting with Agents  ,114809,  2013-02-01T00:00:00  ,  2019-10-13T11:22:59.946Z  ,  PUBLISHED  ,7,10150806,,,,,,
  Data and Code for: College Quality and Attendance Patterns: A Long-Run View  ,115791,  2019-11-25T12:45:03  ,  2019-11-25T17:45:03.337Z  ,  PUBLISHED  ,2,6566743408,,,,,,
  Data and Code for: The Marginal Propensity to Consume over the Business Cycle  ,115211,  2019-10-29T14:52:26  ,  2019-10-29T18:52:26.155Z  ,  PUBLISHED  ,29,5528322,,,,,,
  Replication data for: Leader Punishment and Cooperation in Groups: Experimental Field Evidence from Commons Management in Ethiopia  ,116139,  2015-02-01T00:00:00  ,  2019-12-06T21:52:29.244Z  ,  PUBLISHED  ,9,307598,,,,,,
  Replication data for: Why Don't the Poor Save More? Evidence from Health Savings Experiments  ,116115,  2013-06-01T00:00:00  ,  2019-12-06T21:09:02.379Z  ,  PUBLISHED  ,5,685651,,,,,,
  Replication data for: Good Principals or Good Peers? Parental Valuation of School Characteristics Tiebout Equilibrium  and the Incentive Effects of Competition among Jurisdictions,116236,  2006-09-01T00:00:00  ,  2019-12-07T17:16:38.458Z  ,  PUBLISHED  ,56,28937143,,,,,,
  Replication data for: Leader Selection and Service Delivery in Community Groups: Experimental Evidence from Uganda  ,116369,  2019-10-01T00:00:00  ,  2019-12-07T18:59:20.124Z  ,  PUBLISHED  ,5,861546,,,,,,
  Replication data for: The Effect of Uncertainty on Investment: Evidence from Texas Oil Drilling  ,116127,  2014-06-01T00:00:00  ,  2019-12-06T21:20:23.279Z  ,  PUBLISHED  ,112,1564766,,,,,,
  Replication data for: Cognition and Behavior in Two-Person Guessing Games: An Experimental Study  ,116248,  2006-12-01T00:00:00  ,  2019-12-07T17:22:16.787Z  ,  PUBLISHED  ,67,2293840,,,,,,
  Replication data for: Understanding the Average Impact of Microcredit Expansions: A Bayesian Hierarchical Analysis of Seven Randomized Experiments  ,116357,  2019-01-01T00:00:00  ,  2019-12-07T18:34:10.829Z  ,  PUBLISHED  ,306,513106670,,,,,,
  Replication data for: Paying for Kidneys? A Randomized Survey and Choice Experiment  ,116212,  2019-08-01T00:00:00  ,  2019-12-07T13:27:29.447Z  ,  PUBLISHED  ,7,29042809,,,,,,
  Replication data for: The Effect of Terrorism on Employment and Consumer Sentiment: Evidence from Successful and Failed Terror Attacks  ,116345,  2018-10-01T00:00:00  ,  2019-12-07T18:10:15.652Z  ,  PUBLISHED  ,28,128939004,,,,,,
  Replication data for: Thar She Bursts: Reducing Confusion Reduces Bubbles  ,116103,  2012-04-01T00:00:00  ,  2019-12-06T21:00:33.522Z  ,  PUBLISHED  ,28,1925511,,,,,,
